,video_name,is_name,is_comic,comic_name,tokens
473,"Romain Ntamack : ""On voit peu d’images de joie pour beaucoup d’images d’entrainement""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Romain"", ""Ntamack"", "":"", ""\""On"", ""voit"", ""peu"", ""d\u2019images"", ""de"", ""joie"", ""pour"", ""beaucoup"", ""d\u2019images"", ""d\u2019entrainement\""""]"
474,On n'arrête pas l'éco avec Sébastien Bazin Pdg d'Accor,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""On"", ""n'"", ""arr\u00eate"", ""pas"", ""l'"", ""\u00e9co"", ""avec"", ""S\u00e9bastien"", ""Bazin"", ""Pdg"", ""d'"", ""Accor""]"
475,"Jean Lassalle : La tendance à l'abstention ""je la constate depuis une semaine et partout""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Jean"", ""Lassalle"", "":"", ""La"", ""tendance"", ""\u00e0"", ""l'"", ""abstention"", ""\""je"", ""la"", ""constate"", ""depuis"", ""une"", ""semaine"", ""et"", ""partout\""""]"
476,"""Taux d'inflation de la zone Euro à 7 5% soit l’équivalent d’environ 5 Hidalgo"" -Le Journal de 17h17","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,[],"[""\""Taux"", ""d'"", ""inflation"", ""de"", ""la"", ""zone"", ""Euro"", ""\u00e0"", ""7"", ""5%"", ""soit"", ""l\u2019\u00e9quivalent"", ""d\u2019environ"", ""5"", ""Hidalgo\"""", ""-Le"", ""Journal"", ""de"", ""17h17""]"
477,Parfois il neige en avril - La chronique de Thomas Bidegain,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[""Thomas Bidegain""]","[""Parfois"", ""il"", ""neige"", ""en"", ""avril"", ""-"", ""La"", ""chronique"", ""de"", ""Thomas"", ""Bidegain""]"
478,L'improbable reine Qanon du Canada,"[0, 0, 0, 0, 0, 0]",0,[],"[""L'"", ""improbable"", ""reine"", ""Qanon"", ""du"", ""Canada""]"
479,"""Grand remplacement"" : monstrueuse banalisation médiatique - L'Instant M","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Grand"", ""remplacement\"""", "":"", ""monstrueuse"", ""banalisation"", ""m\u00e9diatique"", ""-"", ""L'"", ""Instant"", ""M""]"
480,Inflation pouvoir d'achat : une présidentielle à la hauteur,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Inflation"", ""pouvoir"", ""d'"", ""achat"", "":"", ""une"", ""pr\u00e9sidentielle"", ""\u00e0"", ""la"", ""hauteur""]"
481,"Nathalie Arthaud : ""Je pense avoir le programme le plus conséquent en matière écologique""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Nathalie"", ""Arthaud"", "":"", ""\""Je"", ""pense"", ""avoir"", ""le"", ""programme"", ""le"", ""plus"", ""cons\u00e9quent"", ""en"", ""mati\u00e8re"", ""\u00e9cologique\""""]"
482,Lettre à Adèle - En toute subjectivité,"[0, 0, 0, 0, 0, 0, 0]",0,[],"[""Lettre"", ""\u00e0"", ""Ad\u00e8le"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9""]"
483,"Prix déconnexion : qu'est-ce qui fait le succès des ""feature phones"" les anti-smartphones","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Prix"", ""d\u00e9connexion"", "":"", ""qu'"", ""est-ce"", ""qui"", ""fait"", ""le"", ""succ\u00e8s"", ""des"", ""\""feature"", ""phones\"""", ""les"", ""anti-smartphones""]"
484,Le questionnaire Jupiproust des Goguettes - Le questionnaire Jupiproust,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Le"", ""questionnaire"", ""Jupiproust"", ""des"", ""Goguettes"", ""-"", ""Le"", ""questionnaire"", ""Jupiproust""]"
485,"""On n'est pas à l'abri d'une enquête sur le Qi moyen des Français commentée par Marlène Schiappa"" -","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""On"", ""n'"", ""est"", ""pas"", ""\u00e0"", ""l'"", ""abri"", ""d'"", ""une"", ""enqu\u00eate"", ""sur"", ""le"", ""Qi"", ""moyen"", ""des"", ""Fran\u00e7ais"", ""comment\u00e9e"", ""par"", ""Marl\u00e8ne"", ""Schiappa\"""", ""-""]"
486,Y a des gauchos dans l'air - Les Goguettes en live,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Y"", ""a"", ""des"", ""gauchos"", ""dans"", ""l'"", ""air"", ""-"", ""Les"", ""Goguettes"", ""en"", ""live""]"
487,"Fabien Roussel :""Depuis combien de présidentielles demande-t-on aux électeurs de voter par défaut ""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Fabien"", ""Roussel"", "":\""Depuis"", ""combien"", ""de"", ""pr\u00e9sidentielles"", ""demande-t-on"", ""aux"", ""\u00e9lecteurs"", ""de"", ""voter"", ""par"", ""d\u00e9faut"", ""\""""]"
488,Grippe aviaire : sauve qui poule 🐔,"[0, 0, 0, 0, 0, 0, 0]",0,[],"[""Grippe"", ""aviaire"", "":"", ""sauve"", ""qui"", ""poule"", ""\ud83d\udc14""]"
489,Noëlle Herrenschmidt : profession aquarelliste-reporter - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""No\u00eblle"", ""Herrenschmidt"", "":"", ""profession"", ""aquarelliste-reporter"", ""-"", ""L'"", ""Instant"", ""M""]"
490,Arcom campagne présidentielle et temps de parole Jusqu'à l'absurde En toute subjectivité,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Arcom"", ""campagne"", ""pr\u00e9sidentielle"", ""et"", ""temps"", ""de"", ""parole"", ""Jusqu'"", ""\u00e0"", ""l'"", ""absurde"", ""En"", ""toute"", ""subjectivit\u00e9""]"
491,"""En thérapie"" saison 2 : un thriller feutré mais haletant - Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""En"", ""th\u00e9rapie\"""", ""saison"", ""2"", "":"", ""un"", ""thriller"", ""feutr\u00e9"", ""mais"", ""haletant"", ""-"", ""Capture"", ""d'"", ""\u00e9crans""]"
492,La Cinétek - La Master-Classe de Par Jupiter,"[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""La"", ""Cin\u00e9tek"", ""-"", ""La"", ""Master-Classe"", ""de"", ""Par"", ""Jupiter""]"
493,La Grande Barrière de corail perd ses couleurs,"[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""La"", ""Grande"", ""Barri\u00e8re"", ""de"", ""corail"", ""perd"", ""ses"", ""couleurs""]"
494,"Suite de l'affaire Orpea avec Victor Castanet auteur de l'enquête ""Les Fossoyeurs""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Suite"", ""de"", ""l'"", ""affaire"", ""Orpea"", ""avec"", ""Victor"", ""Castanet"", ""auteur"", ""de"", ""l'"", ""enqu\u00eate"", ""\""Les"", ""Fossoyeurs\""""]"
495,"""Les talibans sont très provocateurs en Afghanistan irrationnels et imprévisibles""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Les"", ""talibans"", ""sont"", ""tr\u00e8s"", ""provocateurs"", ""en"", ""Afghanistan"", ""irrationnels"", ""et"", ""impr\u00e9visibles\""""]"
496,"Carte blanche - Quand -M- reprend ""Allo Maman bobo"" d'Alain Souchon","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Carte"", ""blanche"", ""-"", ""Quand"", ""-M-"", ""reprend"", ""\""Allo"", ""Maman"", ""bobo\"""", ""d'"", ""Alain"", ""Souchon""]"
497,Démocratie à la française - La drôle d’humeur de Marina Rollman,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[""Marina Rollman""]","[""D\u00e9mocratie"", ""\u00e0"", ""la"", ""fran\u00e7aise"", ""-"", ""La"", ""dr\u00f4le"", ""d\u2019humeur"", ""de"", ""Marina"", ""Rollman""]"
498,"""Les Inrocks"" : la culture est-elle politique L'Instant M","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Les"", ""Inrocks\"""", "":"", ""la"", ""culture"", ""est-elle"", ""politique"", ""L'"", ""Instant"", ""M""]"
499,La pression de l'horloge biologique - Le billet de Nora Hamzawi,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[""Nora Hamzawi""]","[""La"", ""pression"", ""de"", ""l'"", ""horloge"", ""biologique"", ""-"", ""Le"", ""billet"", ""de"", ""Nora"", ""Hamzawi""]"
500,Météo : retour à l'heure d'hiver - Le Journal de 17h17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""M\u00e9t\u00e9o"", "":"", ""retour"", ""\u00e0"", ""l'"", ""heure"", ""d'"", ""hiver"", ""-"", ""Le"", ""Journal"", ""de"", ""17h17""]"
501,Salon de la chasse : les sujets qui fâchent,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Salon"", ""de"", ""la"", ""chasse"", "":"", ""les"", ""sujets"", ""qui"", ""f\u00e2chent""]"
502,Pornodivulgation : un documentaire donne la parole aux victimes et à leurs proches - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Pornodivulgation"", "":"", ""un"", ""documentaire"", ""donne"", ""la"", ""parole"", ""aux"", ""victimes"", ""et"", ""\u00e0"", ""leurs"", ""proches"", ""-"", ""L'"", ""Instant"", ""M""]"
503,"Anne Hidalgo : ""Il faut qu'on arrive à trouver les sujets sur lesquels on se rassemble""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Anne"", ""Hidalgo"", "":"", ""\""Il"", ""faut"", ""qu'"", ""on"", ""arrive"", ""\u00e0"", ""trouver"", ""les"", ""sujets"", ""sur"", ""lesquels"", ""on"", ""se"", ""rassemble\""""]"
504,"Cécile Coudriou : ""Aujourd'hui il est très dangereux de défendre les droits humains""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""C\u00e9cile"", ""Coudriou"", "":"", ""\""Aujourd'"", ""hui"", ""il"", ""est"", ""tr\u00e8s"", ""dangereux"", ""de"", ""d\u00e9fendre"", ""les"", ""droits"", ""humains\""""]"
505,"Frédéric Pierrot - Emmanuelle Bercot pour ""En thérapie"" : ""On a envie d'avoir ce psy""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Fr\u00e9d\u00e9ric"", ""Pierrot"", ""-"", ""Emmanuelle"", ""Bercot"", ""pour"", ""\""En"", ""th\u00e9rapie\"""", "":"", ""\""On"", ""a"", ""envie"", ""d'"", ""avoir"", ""ce"", ""psy\""""]"
506,"""A découper selon les pointillés"" sur Netflix : l'homme qui parlait à son tatou - Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""A"", ""d\u00e9couper"", ""selon"", ""les"", ""pointill\u00e9s\"""", ""sur"", ""Netflix"", "":"", ""l'"", ""homme"", ""qui"", ""parlait"", ""\u00e0"", ""son"", ""tatou"", ""-"", ""Capture"", ""d'"", ""\u00e9crans""]"
507,"Nicolas Dupont-Aignan : ""Avec moi la France redeviendra gaullienne c'est-à-dire indépendante""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Nicolas"", ""Dupont-Aignan"", "":"", ""\""Avec"", ""moi"", ""la"", ""France"", ""redeviendra"", ""gaullienne"", ""c'"", ""est-\u00e0-dire"", ""ind\u00e9pendante\""""]"
508,Un petit tour au Salon de la chasse,"[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Un"", ""petit"", ""tour"", ""au"", ""Salon"", ""de"", ""la"", ""chasse""]"
509,J'espère que les Illuminati existent - La chronique de Waly Dia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[""Waly Dia""]","[""J'"", ""esp\u00e8re"", ""que"", ""les"", ""Illuminati"", ""existent"", ""-"", ""La"", ""chronique"", ""de"", ""Waly"", ""Dia""]"
510,Temps de parole campagne présidentielle et gifle de Will Smith - Le Journal de 17h17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Temps"", ""de"", ""parole"", ""campagne"", ""pr\u00e9sidentielle"", ""et"", ""gifle"", ""de"", ""Will"", ""Smith"", ""-"", ""Le"", ""Journal"", ""de"", ""17h17""]"
511,Will Smith - Le héros du jour,"[0, 0, 0, 0, 0, 0, 0]",0,[],"[""Will"", ""Smith"", ""-"", ""Le"", ""h\u00e9ros"", ""du"", ""jour""]"
512,"Guillaume Néry : L'apnée ""s'est installée pour moi comme une forme d'art de vivre""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Guillaume"", ""N\u00e9ry"", "":"", ""L'"", ""apn\u00e9e"", ""\""s'"", ""est"", ""install\u00e9e"", ""pour"", ""moi"", ""comme"", ""une"", ""forme"", ""d'"", ""art"", ""de"", ""vivre\""""]"
513,"Julie Couturier avocate et ​bâtonnière de Paris : ""Il y a eu une inflation législative""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Julie"", ""Couturier"", ""avocate"", ""et"", ""\u200bb\u00e2tonni\u00e8re"", ""de"", ""Paris"", "":"", ""\""Il"", ""y"", ""a"", ""eu"", ""une"", ""inflation"", ""l\u00e9gislative\""""]"
514,Les Français et le complotisme - En toute subjectivité Natacha Polony,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Les"", ""Fran\u00e7ais"", ""et"", ""le"", ""complotisme"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9"", ""Natacha"", ""Polony""]"
515,"C Gomart et P Gastineau : ""Dans le renseignement on ne fait pas confiance à ce que dit l'autre""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""C"", ""Gomart"", ""et"", ""P"", ""Gastineau"", "":"", ""\""Dans"", ""le"", ""renseignement"", ""on"", ""ne"", ""fait"", ""pas"", ""confiance"", ""\u00e0"", ""ce"", ""que"", ""dit"", ""l'"", ""autre\""""]"
516,Questions Politiques spéciale présidentielle,"[0, 0, 0, 0]",0,[],"[""Questions"", ""Politiques"", ""sp\u00e9ciale"", ""pr\u00e9sidentielle""]"
517,Jean-Marc Jancovici président de The Shift Project invité d'On n'arrête pas l'éco,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Jean-Marc"", ""Jancovici"", ""pr\u00e9sident"", ""de"", ""The"", ""Shift"", ""Project"", ""invit\u00e9"", ""d'"", ""On"", ""n'"", ""arr\u00eate"", ""pas"", ""l'"", ""\u00e9co""]"
518,"Brigitte Bourguignon : ""L'État porte plainte"" dans l'affaire des Ehpad Orpea","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Brigitte"", ""Bourguignon"", "":"", ""\""L'"", ""\u00c9tat"", ""porte"", ""plainte\"""", ""dans"", ""l'"", ""affaire"", ""des"", ""Ehpad"", ""Orpea""]"
519,Optimisation fiscale de Mckinsey campagne présidentielle et toile d'araignée musicale -,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Optimisation"", ""fiscale"", ""de"", ""Mckinsey"", ""campagne"", ""pr\u00e9sidentielle"", ""et"", ""toile"", ""d'"", ""araign\u00e9e"", ""musicale"", ""-""]"
520,"""Il y a une dualité présente dans tout le projet "" Rosalía","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Il"", ""y"", ""a"", ""une"", ""dualit\u00e9"", ""pr\u00e9sente"", ""dans"", ""tout"", ""le"", ""projet"", ""\"""", ""Rosal\u00eda""]"
521,Les entreprises françaises doivent-elles quitter la Russie,"[0, 0, 0, 0, 0, 0, 0]",0,[],"[""Les"", ""entreprises"", ""fran\u00e7aises"", ""doivent-elles"", ""quitter"", ""la"", ""Russie""]"
522,Les bonnes nouvelles de la planète du 25 mars 2022,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Les"", ""bonnes"", ""nouvelles"", ""de"", ""la"", ""plan\u00e8te"", ""du"", ""25"", ""mars"", ""2022""]"
523,"Carte Blanche - Khatia Buniatishvili joue ""L'Adagio"" de Bach","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Carte"", ""Blanche"", ""-"", ""Khatia"", ""Buniatishvili"", ""joue"", ""\""L'"", ""Adagio\"""", ""de"", ""Bach""]"
524,"Marion Maréchal : ""Indéniablement la guerre a rebattu les cartes"" de la campagne présidentielle","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Marion"", ""Mar\u00e9chal"", "":"", ""\""Ind\u00e9niablement"", ""la"", ""guerre"", ""a"", ""rebattu"", ""les"", ""cartes\"""", ""de"", ""la"", ""campagne"", ""pr\u00e9sidentielle""]"
525,Handebat 2022 : quelle place pour le handicap dans le programme des candidates et candidats,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Handebat"", ""2022"", "":"", ""quelle"", ""place"", ""pour"", ""le"", ""handicap"", ""dans"", ""le"", ""programme"", ""des"", ""candidates"", ""et"", ""candidats""]"
526,"Marcello Quintanilha : ""Comment dessiner ""Ecoute jolie Marcia"" Fauve d'Or 2022 ""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Marcello"", ""Quintanilha"", "":"", ""\""Comment"", ""dessiner"", ""\""Ecoute"", ""jolie"", ""Marcia\"""", ""Fauve"", ""d'"", ""Or"", ""2022"", ""\""""]"
527,"Biden le ""nouvel ordre mondial"" et la complosphère","[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Biden"", ""le"", ""\""nouvel"", ""ordre"", ""mondial\"""", ""et"", ""la"", ""complosph\u00e8re""]"
528,En Russie des milliers d'internautes téléchargent Wikipedia par peur de sa censure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""En"", ""Russie"", ""des"", ""milliers"", ""d'"", ""internautes"", ""t\u00e9l\u00e9chargent"", ""Wikipedia"", ""par"", ""peur"", ""de"", ""sa"", ""censure""]"
529,Lettre à Gloria Steinem - En toute subjectivité Anne-Cécile Mailfert,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Lettre"", ""\u00e0"", ""Gloria"", ""Steinem"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9"", ""Anne-C\u00e9cile"", ""Mailfert""]"
530,"Rosalía : ""Être sur une grande scène c'est ma motivation""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Rosal\u00eda"", "":"", ""\""\u00catre"", ""sur"", ""une"", ""grande"", ""sc\u00e8ne"", ""c'"", ""est"", ""ma"", ""motivation\""""]"
531,Azuro de Matthieu Rozé - La Chronique de Léo Karmann,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[""Léo Karmann""]","[""Azuro"", ""de"", ""Matthieu"", ""Roz\u00e9"", ""-"", ""La"", ""Chronique"", ""de"", ""L\u00e9o"", ""Karmann""]"
532,Pécresse positive au Covid tournée anti Le-Pen de Darmanin et pilule contraceptive pour hommes,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""P\u00e9cresse"", ""positive"", ""au"", ""Covid"", ""tourn\u00e9e"", ""anti"", ""Le-Pen"", ""de"", ""Darmanin"", ""et"", ""pilule"", ""contraceptive"", ""pour"", ""hommes""]"
533,Le printemps maraîchin,"[0, 0, 0]",0,[],"[""Le"", ""printemps"", ""mara\u00eechin""]"
534,S'enterrer pour ne pas crever : le boom des bunkers - La drôle d'humeur d'Alexis le,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[""Alexis le""]","[""S'"", ""enterrer"", ""pour"", ""ne"", ""pas"", ""crever"", "":"", ""le"", ""boom"", ""des"", ""bunkers"", ""-"", ""La"", ""dr\u00f4le"", ""d'"", ""humeur"", ""d'"", ""Alexis"", ""le""]"
535,Rfi France 24 : les chaines françaises dans la bataille informationnelle - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Rfi"", ""France"", ""24"", "":"", ""les"", ""chaines"", ""fran\u00e7aises"", ""dans"", ""la"", ""bataille"", ""informationnelle"", ""-"", ""L'"", ""Instant"", ""M""]"
536,"Othman Nasrou : ""Valérie Pécresse a toujours été sous-estimée""","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Othman"", ""Nasrou"", "":"", ""\""Val\u00e9rie"", ""P\u00e9cresse"", ""a"", ""toujours"", ""\u00e9t\u00e9"", ""sous-estim\u00e9e\""""]"
537,"Nathalie Arthaud : ""Les sanctions économiques ne feront pas mal aux oligarques russes""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Nathalie"", ""Arthaud"", "":"", ""\""Les"", ""sanctions"", ""\u00e9conomiques"", ""ne"", ""feront"", ""pas"", ""mal"", ""aux"", ""oligarques"", ""russes\""""]"
538,"""The Baby"" ""Transport"" ""Reusss"" et ""Toutouyoutou"" - Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""The"", ""Baby\"""", ""\""Transport\"""", ""\""Reusss\"""", ""et"", ""\""Toutouyoutou\"""", ""-"", ""Capture"", ""d'"", ""\u00e9crans""]"
539,La Master-Classe de de Dédo,"[0, 0, 0, 0, 1]",0,[],"[""La"", ""Master-Classe"", ""de"", ""de"", ""D\u00e9do""]"
540,Pourquoi n'y a-t-il pas de pubs pour les vélos,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Pourquoi"", ""n'"", ""y"", ""a-t-il"", ""pas"", ""de"", ""pubs"", ""pour"", ""les"", ""v\u00e9los""]"
541,François Busnel - Jim Harrison : dialogue d'outre-vie - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Fran\u00e7ois"", ""Busnel"", ""-"", ""Jim"", ""Harrison"", "":"", ""dialogue"", ""d'"", ""outre-vie"", ""-"", ""L'"", ""Instant"", ""M""]"
542,"Richard Ferrand : ""La retraite à points n'est pas enterrée pour les nouveaux entrants""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Richard"", ""Ferrand"", "":"", ""\""La"", ""retraite"", ""\u00e0"", ""points"", ""n'"", ""est"", ""pas"", ""enterr\u00e9e"", ""pour"", ""les"", ""nouveaux"", ""entrants\""""]"
543,Apé'Roussel chez les bourgeois - Le Sketch avec Carole Bouquet,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Ap\u00e9'"", ""Roussel"", ""chez"", ""les"", ""bourgeois"", ""-"", ""Le"", ""Sketch"", ""avec"", ""Carole"", ""Bouquet""]"
544,"""Christine Lagarde devrait annoncer la semaine prochaine : l'eau ça mouille et que le feu ça brûle""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Christine"", ""Lagarde"", ""devrait"", ""annoncer"", ""la"", ""semaine"", ""prochaine"", "":"", ""l'"", ""eau"", ""\u00e7a"", ""mouille"", ""et"", ""que"", ""le"", ""feu"", ""\u00e7a"", ""br\u00fble\""""]"
545,Le thermomètre s'affole dans les pôles,"[0, 0, 0, 0, 0, 0, 0]",0,[],"[""Le"", ""thermom\u00e8tre"", ""s'"", ""affole"", ""dans"", ""les"", ""p\u00f4les""]"
546,"Louis Aliot : ""Le match du premier tour n’est pas plié""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Louis"", ""Aliot"", "":"", ""\""Le"", ""match"", ""du"", ""premier"", ""tour"", ""n\u2019est"", ""pas"", ""pli\u00e9\""""]"
547,"Jr : ""J’ai demandé si cette petite fille pouvait être le symbole de cette grande image""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Jr"", "":"", ""\""J\u2019ai"", ""demand\u00e9"", ""si"", ""cette"", ""petite"", ""fille"", ""pouvait"", ""\u00eatre"", ""le"", ""symbole"", ""de"", ""cette"", ""grande"", ""image\""""]"
548,Anne Sinclair : la rafle des notables en images - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Anne"", ""Sinclair"", "":"", ""la"", ""rafle"", ""des"", ""notables"", ""en"", ""images"", ""-"", ""L'"", ""Instant"", ""M""]"
549,Accueillir les réfugiés un devoir et un sursaut d’humanité - En toute subjectivité,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Accueillir"", ""les"", ""r\u00e9fugi\u00e9s"", ""un"", ""devoir"", ""et"", ""un"", ""sursaut"", ""d\u2019humanit\u00e9"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9""]"
550,Le questionnaire Jupiproust d'Aurélie Valognes - Le questionnaire Jupiproust,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Le"", ""questionnaire"", ""Jupiproust"", ""d'"", ""Aur\u00e9lie"", ""Valognes"", ""-"", ""Le"", ""questionnaire"", ""Jupiproust""]"
551,Manu freestyle - La chronique de Thomas Vdb,"[0, 0, 0, 0, 0, 0, 0, 0]",1,"[""Thomas Vdb""]","[""Manu"", ""freestyle"", ""-"", ""La"", ""chronique"", ""de"", ""Thomas"", ""Vdb""]"
552,L'équipe de Valérie Pécresse Bhl à Odessa et guerre contre le cheveu sec et cassant - Le Journal de,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""L'"", ""\u00e9quipe"", ""de"", ""Val\u00e9rie"", ""P\u00e9cresse"", ""Bhl"", ""\u00e0"", ""Odessa"", ""et"", ""guerre"", ""contre"", ""le"", ""cheveu"", ""sec"", ""et"", ""cassant"", ""-"", ""Le"", ""Journal"", ""de""]"
553,Total en Russie : la pression monte,"[0, 0, 0, 0, 0, 0, 0]",0,[],"[""Total"", ""en"", ""Russie"", "":"", ""la"", ""pression"", ""monte""]"
554,Printemps do Brasil - Le billet de Thomas Croisère,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[""Thomas Croisère""]","[""Printemps"", ""do"", ""Brasil"", ""-"", ""Le"", ""billet"", ""de"", ""Thomas"", ""Crois\u00e8re""]"
